prompt_name,pair_id,true_category,true_score,predicted_category,predicted_score,format_is_correct,error_message,raw_response
P-01_zero_shot,3904068331-cand_1323,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 18
}
]",
P-01_zero_shot,3899522876-cand_6693,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 17
}
]",
P-01_zero_shot,3901988842-cand_6524,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 16
}
]",
P-01_zero_shot,3906259740-cand_386,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 15
}
]",
P-01_zero_shot,3905833648-cand_2499,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 14
}
]",
P-01_zero_shot,3905864846-cand_642,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 13
}
]",
P-01_zero_shot,3888818986-cand_5706,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 11
}
]",
P-01_zero_shot,3905311217-cand_5003,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 10
}
]",
P-01_zero_shot,3894604082-cand_9477,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 9
}
]",
P-01_zero_shot,3901995156-cand_1300,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's resume focuses entirely on hardware, network installation, troubleshooting, and IT support, with no mention of UI/UX design, user research, wireframing, or mockups."",
      ""The candidate's experience does not align with the core requirements of a UI/UX Designer role, which is the primary focus of the job posting."",
      ""The resume lacks any mention of design tools like Figma, which is explicitly stated as a primary requirement."",
      ""The candidate's listed skills are in direct opposition to the specialized UI/UX design skills needed for this position.""
    ],
    ""final_summary"": ""The candidate's resume demonstrates a complete lack of relevant experience and skills for a UI/UX Designer role, making them a definitive non-fit.""
  }
}
```"
P-01_zero_shot,3904374029-cand_8677,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The CV lacks any mention of industrial/outdoor work experience."",
      ""There is no indication of experience operating mobile equipment like forklifts or skid loaders."",
      ""The CV does not demonstrate any experience related to plant production equipment monitoring or inspection."",
      ""The skills listed (Design Review, Coordination, Proposal Preparation, Feasibility Analysis, Supervision, Technical Support, Submission Review, Progress Reporting, Compliance, Site Visits) are not relevant to the core functions of the job posting."",
      ""There is no evidence of understanding or ability to uphold safety policies in an industrial setting.""
    ],
    ""final_summary"": ""The candidate's resume shows no alignment with the fundamental requirements of operating industrial equipment, working in an outdoor environment, or adhering to safety procedures, making them a definitive mismatch for the role.""
  }
}
```"
P-01_zero_shot,3904999530-cand_1787,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's resume focuses entirely on Generative AI and related fields, with no mention of supply chain, operations, logistics, purchasing, production planning, or warehousing."",
      ""There is no indication of experience with Microsoft Office Suite, Excel, or ERP systems, which are explicitly required."",
      ""The candidate's background does not align with the core responsibilities of a Supply Chain Associate, which involve managing and improving supply chain operations."",
      ""The resume lacks any mention of a Bachelor's degree in supply chain management, operations, or a related field, nor any relevant work experience in the specified areas.""
    ],
    ""final_summary"": ""The candidate's resume demonstrates expertise in AI and machine learning, which is completely unrelated to the requirements of the Supply Chain Associate role, making them a strong non-fit.""
  }
}
```"
P-01_zero_shot,3889712922-cand_8103,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's resume lists only HR and administrative skills, with no mention of engineering, automotive industry, Python, electrical circuits, or test equipment."",
      ""The candidate's experience is entirely unrelated to the core responsibilities of testing EV cars, working with HW engineers, or performing data analysis."",
      ""There is no indication that the candidate is an undergraduate student or pursuing a degree in Electrical Engineering, which is the preferred major.""
    ],
    ""final_summary"": ""The candidate's resume demonstrates no relevant skills or experience for an engineering internship focused on EV testing and data analysis, making them a definitive mismatch for the role.""
  }
}
```"
P-01_zero_shot,3888937331-cand_223,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's experience is entirely focused on network engineering and IT support, with no mention of architectural design, construction documents, or hospitality sector projects."",
      ""The candidate's listed skills (Mikrotik, OLT, GPON/EPON, Cisco) are unrelated to the core requirements of an architectural project architect role."",
      ""There is no indication of experience with Revit, which is listed as a top and mandatory skill for the position."",
      ""The candidate's background does not align with the educational requirements (BA in Architecture) or the experience level (5+ years in architecture) specified in the job posting.""
    ],
    ""final_summary"": ""The candidate's resume demonstrates a strong background in network engineering and IT support, which is completely misaligned with the architectural project architect requirements, including the essential Revit skill and industry-specific experience.""
  }
}
```"
P-01_zero_shot,3903481129-cand_5216,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's resume lists skills exclusively related to IT hardware, network installation, troubleshooting, and system management."",
      ""There is no mention of technical drawing, engineering drawings, architectural drawings, or CAD software proficiency."",
      ""The candidate's experience does not align with the core requirements of a Design Drafter role in interior design.""
    ],
    ""final_summary"": ""The candidate's skillset is entirely focused on IT support and network management, with no overlap or indication of experience in design drafting or interior design, making them a definitive mismatch for the role.""
  }
}
```"
P-01_zero_shot,3901376187-cand_3860,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The CV focuses entirely on database administration and development skills, with no mention of business analysis, requirements gathering, or stakeholder management."",
      ""There is no experience listed related to the hospitality industry, hotel operations, or property management systems."",
      ""The CV does not demonstrate any experience with tools like Jira or Confluence, which are explicitly mentioned as required."",
      ""Knowledge of tax and fee calculation rules for hospitality is not present in the CV."",
      ""The candidate's skills are technical in nature and do not align with the core responsibilities of a Business Systems Analyst in this role.""
    ],
    ""final_summary"": ""The candidate's CV is entirely focused on database administration and lacks any of the core business analysis, hospitality industry, or specific tool experience required for this Business Systems Analyst position.""
  }
}
```"
P-01_zero_shot,3904580007-cand_9274,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's CV lists responsibilities related to VAT software, ledger management, and liaison with the VAT office, which are entirely unrelated to healthcare or the requirements of an NP/PA role."",
      ""There is no mention of medical experience, licensure, board certification, or any qualifications relevant to urgent care or patient management."",
      ""The candidate's background appears to be in accounting or tax-related fields, not clinical practice.""
    ],
    ""final_summary"": ""The candidate's CV shows no relevant experience or qualifications for a Nurse Practitioner or Physician Assistant role in an urgent care setting.""
  }
}
```"
P-01_zero_shot,3904053649-cand_6375,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""No mention of nursing experience, let alone dialysis experience (PD or hemodialysis)."",
      ""No indication of a Registered Nurse license."",
      ""No experience in clinical leadership or healthcare operations."",
      ""Experience is entirely in banking and audit, not healthcare."",
      ""No mention of Basic Cardiac Life Support (BLS) certification."",
      ""No dialysis manager experience.""
    ],
    ""final_summary"": ""The candidate's extensive experience in banking and audit is completely unrelated to the core requirements of a Director of Nursing role in a healthcare setting, making them a non-viable candidate.""
  }
}
```"
P-01_zero_shot,3902740994-cand_3452,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The CV lists HR-related tasks and does not demonstrate any experience in project management, systems implementation, or IT leadership."",
      ""There is no mention of experience with Workday or other HCM implementations."",
      ""The CV lacks any evidence of skills in managing project scope, schedule, budget, or stakeholder communication, which are core requirements of the job posting."",
      ""The candidate's listed skills are administrative and operational within HR, not strategic or technical as required for a Senior Software Engineer role focused on project delivery.""
    ],
    ""final_summary"": ""The candidate's CV is entirely focused on HR coordination and lacks any relevant experience or skills for a Senior Software Engineer role requiring deep systems implementation and project management expertise.""
  }
}
```"
P-01_zero_shot,3894284909-cand_518,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's resume focuses entirely on data platform design, development, and related technical skills."",
      ""There is no mention of property management, apartment communities, resident relations, staff supervision, or financial reporting relevant to property management."",
      ""The skills listed (ETL, SQL, Data Modeling) are completely unrelated to the core responsibilities of a Property Manager."",
      ""The resume lacks any experience in marketing, outreach, or community policy implementation."",
      ""There is no indication of experience with budgeting, financial goals, or property operations.""
    ],
    ""final_summary"": ""The candidate's resume demonstrates expertise in data engineering and has no overlap with the requirements for a Property Manager role.""
  }
}
```"
P-01_zero_shot,3906252039-cand_7033,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The CV lists responsibilities related to internal audit assistance and financial verification, with no mention of saw operation, manufacturing, or related skills."",
      ""There is no indication of the required 6 months of saw operator experience."",
      ""The CV does not demonstrate any of the required skills such as operating saws, reading a tape measure, or mathematical skills relevant to the role."",
      ""The candidate's experience does not align with the job posting's requirements for a Saw Operator.""
    ],
    ""final_summary"": ""The candidate's resume shows no relevant experience or skills for a Saw Operator position, making them a definitive mismatch for the role.""
  }
}
```"
P-01_zero_shot,3885809516-cand_6486,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's experience is entirely focused on VAT (Value Added Tax) software, maintenance, and coordination."",
      ""There is no indication of clinical experience, healthcare background, or any responsibilities related to patient care, medical practice, or staff supervision in a clinical setting."",
      ""The CV does not mention any RN licensure, CPR certification, or home health experience, which are explicitly required."",
      ""The candidate's listed responsibilities are administrative and financial in nature, with no overlap with the core clinical and leadership duties of a Director of Clinical Services.""
    ],
    ""final_summary"": ""The candidate's resume demonstrates a complete lack of relevant experience, education, and licensure required for a Director of Clinical Services role, making them an unsuitable candidate.""
  }
}
```"
P-01_zero_shot,3886485503-cand_8257,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's CV focuses entirely on open-source technologies, CI/CD, product availability, automation, monitoring, infrastructure innovation, software engineering velocity, infrastructure resiliency, and security/data availability."",
      ""There is no mention of experience in higher education, licensure processing, regulatory oversight, government agencies, or managing licensing applications."",
      ""The candidate's listed skills are technical and software-development focused, which do not align with the administrative, regulatory, and supervisory duties of the job posting.""
    ],
    ""final_summary"": ""The candidate's resume demonstrates expertise in technical and software engineering domains, which are completely unrelated to the core requirements of overseeing higher education licensure, regulatory compliance, and administrative functions outlined in the job posting.""
  }
}
```"
P-01_zero_shot,3902757292-cand_1482,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's experience is in Trade Marketing and Brand Visibility, which is completely unrelated to the Talent Acquisition Partner role."",
      ""There is no mention of recruitment, sourcing, HR, or any of the core responsibilities outlined in the job description."",
      ""The skills listed (Excel, KPIs Tracking) are generic and do not align with the specific recruiting skills required."",
      ""The candidate lacks the required 3 years of full lifecycle recruitment experience and corporate/in-house recruiting experience."",
      ""There is no indication of experience with ATS systems like Greenhouse Recruiting or recruiting for technical/non-technical roles in life sciences.""
    ],
    ""final_summary"": ""The candidate's resume demonstrates experience solely in trade marketing and brand visibility, with no relevant experience in talent acquisition, making them a definitive mismatch for the Talent Acquisition Partner role.""
  }
}
```"
P-01_zero_shot,3888477962-cand_9322,,,⚫ STRONG NO,14.5,True,,"```json
{
  ""category"": ""⚫ STRONG NO"",
  ""score"": 14.5,
  ""justification"": {
    ""positive_points"": [],
    ""negative_points"": [
      ""The candidate's CV lists skills such as Design Review, Coordination, Proposal Preparation, Feasibility Analysis, Software Utilization, Submission Review, Progress Reporting, Compliance, and Site Visits, which are not relevant to the Co-Manager role in a retail/food service environment."",
      ""There is no mention of experience in food service, retail, restaurant supervision, or management in the provided CV."",
      ""The CV does not indicate any experience with guest service, inventory control, financial analysis (P&L statements), or team leadership within a customer-facing business.""
    ],
    ""final_summary"": ""The candidate's CV demonstrates skills and experience entirely unrelated to the requirements of a Co-Manager position in a food service and retail setting, indicating a complete lack of fit.""
  }
}
```"
P-01_zero_shot,3885857586-cand_2120,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 28
}
]",
P-01_zero_shot,3905233341-cand_8186,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 27
}
]",
P-01_zero_shot,3894604082-cand_8747,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 25
}
]",
P-01_zero_shot,3885853937-cand_5428,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 24
}
]",
P-01_zero_shot,3901637229-cand_3777,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 23
}
]",
P-01_zero_shot,3888937331-cand_386,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 22
}
]",
P-01_zero_shot,3895228410-cand_6190,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 21
}
]",
P-01_zero_shot,3901961003-cand_5543,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 20
}
]",
P-01_zero_shot,3888939035-cand_2244,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 18
}
]",
P-01_zero_shot,3904984974-cand_6697,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 17
}
]",
P-01_zero_shot,3904723267-cand_7372,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 16
}
]",
P-01_zero_shot,3906225973-cand_2886,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 15
}
]",
P-01_zero_shot,3901947329-cand_291,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 14
}
]",
P-01_zero_shot,3900961728-cand_2470,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 13
}
]",
P-01_zero_shot,3899534021-cand_1591,,,,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash-lite""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 11
}
]",
